# 1900-2000 vs Temps
0 8.501583
1 8.541917
2 8.304417
3 8.220167
4 8.090917
5 8.225167
6 8.379083
7 7.947167
8 8.186083
9 8.178250
10 8.223000
11 8.177000
12 8.165417
13 8.297750
14 8.590500
15 8.593167
16 8.225250
17 8.023333
18 8.130833
19 8.382250
20 8.358750
21 8.571000
22 8.408000
23 8.422167
24 8.506833
25 8.534417
26 8.728833
27 8.522083
28 8.632167
29 8.242417
30 8.633583
31 8.719250
32 8.705250
33 8.338250
34 8.628333
35 8.515750
36 8.554000
37 8.698333
38 8.863667
39 8.760333
40 8.764667
41 8.768667
42 8.728417
43 8.755083
44 8.845000
45 8.584833
46 8.676917
47 8.797083
48 8.746750
49 8.586750
50 8.365250
51 8.625667
52 8.638250
53 8.873750
54 8.560667
55 8.626250
56 8.279583
57 8.732500
58 8.773750
59 8.732667
60 8.583750
61 8.797667
62 8.745917
63 8.856000
64 8.409667
65 8.527417
66 8.599333
67 8.700083
68 8.516333
69 8.595083
70 8.700917
71 8.599250
72 8.499583
73 8.948250
74 8.467500
75 8.744833
76 8.347250
77 8.850250
78 8.692750
79 8.733417
80 8.980333
81 9.165833
82 8.639167
83 9.028167
84 8.691833
85 8.658000
86 8.833583
87 8.994417
88 9.201583
89 8.922000
90 9.234167
91 9.179417
92 8.836583
93 8.866583
94 9.038750
95 9.347083
96 9.038917
97 9.202583
98 9.522667
99 9.285083
100 9.201167
